#,t_obs,tcf,"pi_beta(S, Ccf, tcf)","pi_beta(S, C, tcf)"
84,DLX60QD,VLX75QD,0.06504936516284943,0.07630978524684906
85,VLX150QD,D60-120,0.016584591940045357,0.012797458097338676
85,VLX150QD,DLX60QD,0.15536968410015106,0.13950859010219574
85,VLX150QD,V150-225,0.0037056852597743273,-0.013128718361258507
85,VLX150QD,V75-225,0.04563363641500473,0.028183074668049812
85,VLX150QD,VLX75QD,0.021140214055776596,0.027922865003347397
86,D60-120,DLX60QD,0.11089403927326202,0.1160857081413269
86,D60-120,V150-225,0.02916874922811985,0.04194299131631851
86,D60-120,V75-225,0.07230931520462036,0.08991850167512894
86,D60-120,VLX150QD,0.062337249517440796,0.07313710451126099
86,D60-120,VLX75QD,-0.16040301322937012,-0.15939506888389587
87,VLX150QD,D60-120,0.11376218497753143,0.10216275602579117
87,VLX150QD,DLX60QD,0.09120994806289673,0.08426936715841293
87,VLX150QD,V150-225,0.037132661789655685,0.027925487607717514
87,VLX150QD,V75-225,-0.15350183844566345,-0.15512487292289734
87,VLX150QD,VLX75QD,-0.0328943133354187,-0.050024908035993576
88,V75-225,D60-120,0.09751477092504501,0.08470173925161362
88,V75-225,DLX60QD,0.05798247456550598,0.053699009120464325
88,V75-225,V150-225,-0.004092313814908266,-0.012672528624534607
88,V75-225,VLX150QD,0.11197762191295624,0.0828612670302391
88,V75-225,VLX75QD,0.12110462039709091,0.10527536273002625
89,V75-225,D60-120,0.13203686475753784,0.13063311576843262
89,V75-225,DLX60QD,0.07541090250015259,0.06878182291984558
89,V75-225,V150-225,0.043069012463092804,0.039056967943906784
89,V75-225,VLX150QD,0.15503749251365662,0.15492337942123413
89,V75-225,VLX75QD,0.12727266550064087,0.1259792596101761
90,D60-120,DLX60QD,0.16149120032787323,0.16513852775096893
90,D60-120,V150-225,-0.016143355518579483,-0.01077621802687645
90,D60-120,V75-225,-0.06853680312633514,-0.06337200105190277
90,D60-120,VLX150QD,0.05292041227221489,0.06111128255724907
90,D60-120,VLX75QD,-0.14262321591377258,-0.13950471580028534
91,VLX75QD,D60-120,0.06028471142053604,0.06950642168521881
91,VLX75QD,DLX60QD,0.07356492429971695,0.08302124589681625
91,VLX75QD,V150-225,-0.04927197843790054,-0.037795472890138626
91,VLX75QD,V75-225,-0.1457115262746811,-0.1230991780757904
91,VLX75QD,VLX150QD,0.03148343414068222,0.05240398272871971
92,VLX150QD,D60-120,0.13566842675209045,0.14027032256126404
92,VLX150QD,DLX60QD,0.0691603273153305,0.07694733142852783
92,VLX150QD,V150-225,0.01575259491801262,0.02750769443809986
92,VLX150QD,V75-225,-0.2098124921321869,-0.20176035165786743
92,VLX150QD,VLX75QD,0.08204586803913116,0.09241582453250885
93,V75-225,D60-120,-0.004871363751590252,0.00534999230876565
93,V75-225,DLX60QD,0.10477755218744278,0.11941812932491302
93,V75-225,V150-225,0.017713157460093498,0.027807943522930145
93,V75-225,VLX150QD,0.06180919334292412,0.07224248349666595
93,V75-225,VLX75QD,-0.20542053878307343,-0.20683133602142334
94,VLX150QD,D60-120,0.02378946542739868,0.01984218694269657
94,VLX150QD,DLX60QD,0.149467334151268,0.15664821863174438
94,VLX150QD,V150-225,-0.005078165326267481,0.011935194954276085
94,VLX150QD,V75-225,-0.058605633676052094,-0.03438722342252731
94,VLX150QD,VLX75QD,-0.18754436075687408,-0.19523653388023376
95,DLX60QD,D60-120,-0.021221157163381577,-0.022133130580186844
95,DLX60QD,V150-225,0.05591083690524101,0.04696616157889366
95,DLX60QD,V75-225,0.09893574565649033,0.09152437001466751
95,DLX60QD,VLX150QD,0.062648244202137,0.06825335323810577
95,DLX60QD,VLX75QD,-0.07591851055622101,-0.06672649085521698
96,DLX60QD,D60-120,0.047103963792324066,0.06007423624396324
96,DLX60QD,V150-225,-0.0589165985584259,-0.0639994889497757
96,DLX60QD,V75-225,-0.18486742675304413,-0.18865492939949036
96,DLX60QD,VLX150QD,0.08212876319885254,0.08799567073583603
96,DLX60QD,VLX75QD,0.13947610557079315,0.14889158308506012
97,V150-225,D60-120,0.11157067865133286,0.10236718505620956
97,V150-225,DLX60QD,0.06783054769039154,0.06779979169368744
97,V150-225,V75-225,-0.24686387181282043,-0.24456503987312317
97,V150-225,VLX150QD,0.1611272394657135,0.1580256223678589
97,V150-225,VLX75QD,0.14606967568397522,0.14107413589954376
98,VLX150QD,D60-120,0.14283962547779083,0.1400003731250763
98,VLX150QD,DLX60QD,0.10029466450214386,0.10473722964525223
98,VLX150QD,V150-225,0.058890603482723236,0.05975757911801338
98,VLX150QD,V75-225,-0.1571115255355835,-0.15356668829917908
98,VLX150QD,VLX75QD,-0.014090513810515404,-0.01538161002099514
99,VLX150QD,D60-120,0.03956753388047218,0.043803274631500244
99,VLX150QD,DLX60QD,0.19251540303230286,0.19686156511306763
99,VLX150QD,V150-225,0.04964759573340416,0.05821755900979042
99,VLX150QD,V75-225,-0.012948560528457165,-0.003486999776214361
99,VLX150QD,VLX75QD,-0.17288854718208313,-0.17509910464286804
100,VLX150QD,D60-120,0.10144323110580444,0.10934877395629883
100,VLX150QD,DLX60QD,0.05154617875814438,0.05972404032945633
100,VLX150QD,V150-225,-0.02496006153523922,-0.010430136695504189
100,VLX150QD,V75-225,-0.20824547111988068,-0.20248502492904663
100,VLX150QD,VLX75QD,0.08646251261234283,0.10470646619796753
101,V75-225,D60-120,0.10320572555065155,0.09885548800230026
101,V75-225,DLX60QD,0.06130332872271538,0.06270049512386322
101,V75-225,V150-225,0.00015066731430124491,-0.0005210894159972668
101,V75-225,VLX150QD,0.14122958481311798,0.14348967373371124
101,V75-225,VLX75QD,0.14365926384925842,0.1422487050294876
102,VLX75QD,D60-120,0.0168281402438879,0.008682861924171448
102,VLX75QD,DLX60QD,0.15268859267234802,0.14113512635231018
102,VLX75QD,V150-225,0.005211503244936466,-0.00731790391728282
102,VLX75QD,V75-225,0.041014414280653,0.03288409113883972
102,VLX75QD,VLX150QD,0.08395987004041672,0.07186301052570343
103,VLX75QD,D60-120,0.030541637912392616,0.02324008196592331
103,VLX75QD,DLX60QD,0.20044760406017303,0.19333699345588684
103,VLX75QD,V150-225,0.07049472630023956,0.06281686574220657
103,VLX75QD,V75-225,0.002836096566170454,-0.024823486804962158
103,VLX75QD,VLX150QD,0.0701165497303009,0.06131074205040932
104,VLX75QD,D60-120,0.00943242572247982,0.007990214042365551
104,VLX75QD,DLX60QD,0.16046611964702606,0.160925030708313
104,VLX75QD,V150-225,-0.02223442867398262,-0.01804991066455841
104,VLX75QD,V75-225,-0.08309122920036316,-0.0803709477186203
104,VLX75QD,VLX150QD,0.06047557666897774,0.05854407697916031
105,V75-225,D60-120,0.09559644758701324,0.10181832313537598
105,V75-225,DLX60QD,0.0557321235537529,0.057734206318855286
105,V75-225,V150-225,-0.05478639155626297,-0.04368309676647186
105,V75-225,VLX150QD,0.05701662227511406,0.07299210131168365
105,V75-225,VLX75QD,0.05176762491464615,0.05989589914679527
106,D60-120,DLX60QD,0.1469970941543579,0.14347508549690247
106,D60-120,V150-225,-0.013966858386993408,-0.020579669624567032
106,D60-120,V75-225,-0.03238978981971741,-0.037546172738075256
106,D60-120,VLX150QD,0.10692013800144196,0.09435415267944336
106,D60-120,VLX75QD,0.07530791312456131,0.07328662276268005
107,V75-225,D60-120,0.10939796268939972,0.1136169359087944
107,V75-225,DLX60QD,0.0701669305562973,0.07077242434024811
107,V75-225,V150-225,0.01738092117011547,0.024819575250148773
107,V75-225,VLX150QD,0.1401357203722,0.15567493438720703
107,V75-225,VLX75QD,0.12885066866874695,0.13648119568824768
108,D60-120,DLX60QD,0.05074406787753105,0.04912403225898743
108,D60-120,V150-225,-0.05951238423585892,-0.06074625998735428
108,D60-120,V75-225,-0.19781194627285004,-0.20166131854057312
108,D60-120,VLX150QD,0.07676509022712708,0.08486981689929962
108,D60-120,VLX75QD,0.13506975769996643,0.14133378863334656
109,VLX75QD,D60-120,-0.02977430261671543,-0.029943037778139114
109,VLX75QD,DLX60QD,0.048063941299915314,0.03813993185758591
109,VLX75QD,V150-225,-0.00427175173535943,-0.01012292131781578
109,VLX75QD,V75-225,0.007314731366932392,0.0037351069040596485
109,VLX75QD,VLX150QD,0.030578190460801125,0.02755674347281456
110,D60-120,DLX60QD,0.13829244673252106,0.13585691154003143
110,D60-120,V150-225,0.03512025251984596,0.03600693121552467
110,D60-120,V75-225,0.05498285964131355,0.05658482760190964
110,D60-120,VLX150QD,0.06589972972869873,0.06643098592758179
110,D60-120,VLX75QD,-0.11644081026315689,-0.11646208167076111
111,VLX75QD,D60-120,0.006729473359882832,0.013331124559044838
111,VLX75QD,DLX60QD,0.04898565635085106,0.0430021770298481
111,VLX75QD,V150-225,-0.06709405034780502,-0.06990739703178406
111,VLX75QD,V75-225,-0.14065146446228027,-0.14730362594127655
111,VLX75QD,VLX150QD,0.09194760024547577,0.09696929156780243
112,VLX150QD,D60-120,0.06526567786931992,0.07448018342256546
112,VLX150QD,DLX60QD,0.13151486217975616,0.12903493642807007
112,VLX150QD,V150-225,-0.012412783689796925,-0.011239830404520035
112,VLX150QD,V75-225,-0.02122199349105358,-0.026093386113643646
112,VLX150QD,VLX75QD,0.054013051092624664,0.05963556841015816
113,D60-120,DLX60QD,0.05304284766316414,0.05162820965051651
113,D60-120,V150-225,-0.06138026714324951,-0.06130833178758621
113,D60-120,V75-225,-0.16942155361175537,-0.16606616973876953
113,D60-120,VLX150QD,0.07494965940713882,0.09555879980325699
113,D60-120,VLX75QD,0.12675417959690094,0.14251914620399475
114,DLX60QD,D60-120,0.020822089165449142,0.016993781551718712
114,DLX60QD,V150-225,0.003118472173810005,-0.0023216786794364452
114,DLX60QD,V75-225,0.04233764857053757,0.04220002517104149
114,DLX60QD,VLX150QD,0.0685897246003151,0.0666663646697998
114,DLX60QD,VLX75QD,-0.04011889547109604,-0.0386684313416481
115,V75-225,D60-120,0.08247725665569305,0.07740563154220581
115,V75-225,DLX60QD,0.1591346561908722,0.1480335146188736
115,V75-225,V150-225,-0.005700633395463228,-0.015158211812376976
115,V75-225,VLX150QD,0.11229068040847778,0.10182484239339828
115,V75-225,VLX75QD,0.07202108204364777,0.06533839553594589
116,D60-120,DLX60QD,0.05522496625781059,0.0493340939283371
116,D60-120,V150-225,-0.024475278332829475,-0.032147251069545746
116,D60-120,V75-225,-0.2468896210193634,-0.24959421157836914
116,D60-120,VLX150QD,0.1216673031449318,0.11984242498874664
116,D60-120,VLX75QD,0.1455739587545395,0.14462681114673615
117,VLX75QD,D60-120,0.061090122908353806,0.0823875218629837
117,VLX75QD,DLX60QD,0.06910523772239685,0.06300229579210281
117,VLX75QD,V150-225,-0.07739526033401489,-0.08363894373178482
117,VLX75QD,V75-225,-0.1893453449010849,-0.1973000168800354
117,VLX75QD,VLX150QD,0.055379826575517654,0.07102976739406586
118,V150-225,D60-120,0.012954816222190857,-0.005955520551651716
118,V150-225,DLX60QD,0.04789126664400101,0.05020201951265335
118,V150-225,V75-225,-0.14663834869861603,-0.14637361466884613
118,V150-225,VLX150QD,0.06966124475002289,0.06327264755964279
118,V150-225,VLX75QD,0.10501895099878311,0.0844501182436943
119,D60-120,DLX60QD,0.15645451843738556,0.15603671967983246
119,D60-120,V150-225,0.0005436292849481106,0.006577483844012022
119,D60-120,V75-225,0.04330815002322197,0.04743156582117081
119,D60-120,VLX150QD,0.08910073339939117,0.08574588596820831
119,D60-120,VLX75QD,0.027638494968414307,0.020734306424856186
120,V75-225,D60-120,0.12597863376140594,0.11493000388145447
120,V75-225,DLX60QD,0.07063166797161102,0.06290042400360107
120,V75-225,V150-225,0.02750414051115513,0.013162504881620407
120,V75-225,VLX150QD,0.09464085102081299,0.07887730002403259
120,V75-225,VLX75QD,0.0729595422744751,0.05755837634205818
121,VLX75QD,D60-120,0.07205390930175781,0.0726775974035263
121,VLX75QD,DLX60QD,0.16386492550373077,0.15646915137767792
121,VLX75QD,V150-225,-0.012389167211949825,-0.017570652067661285
121,VLX75QD,V75-225,0.004238281864672899,-0.005127520766109228
121,VLX75QD,VLX150QD,0.11316913366317749,0.107772096991539
122,DLX60QD,D60-120,0.039963021874427795,0.043990328907966614
122,DLX60QD,V150-225,-0.07668395340442657,-0.08731934428215027
122,DLX60QD,V75-225,-0.16334986686706543,-0.16694027185440063
122,DLX60QD,VLX150QD,0.04609895497560501,0.05096376687288284
122,DLX60QD,VLX75QD,0.0001016391470329836,0.011630281805992126
123,DLX60QD,D60-120,0.0468294695019722,0.043965451419353485
123,DLX60QD,V150-225,0.01977754943072796,0.011452398262917995
123,DLX60QD,V75-225,-0.11577855050563812,-0.11888012290000916
123,DLX60QD,VLX150QD,0.025147026404738426,0.028254473581910133
123,DLX60QD,VLX75QD,-0.12691979110240936,-0.1322515308856964
124,D60-120,DLX60QD,0.06591146439313889,0.06983678042888641
124,D60-120,V150-225,0.0269089937210083,0.030042383819818497
124,D60-120,V75-225,-0.21808764338493347,-0.2104492485523224
124,D60-120,VLX150QD,0.13096359372138977,0.14810261130332947
124,D60-120,VLX75QD,0.12877114117145538,0.1269042044878006
125,DLX60QD,D60-120,0.03642892837524414,0.037801362574100494
125,DLX60QD,V150-225,-0.01301051490008831,-0.002258595544844866
125,DLX60QD,V75-225,-0.08083271235227585,-0.05654743313789368
125,DLX60QD,VLX150QD,0.052806198596954346,0.05989411100745201
125,DLX60QD,VLX75QD,-0.14252576231956482,-0.1534477174282074
126,V150-225,D60-120,-0.03498024493455887,-0.04300210252404213
126,V150-225,DLX60QD,0.05841641500592232,0.054587457329034805
126,V150-225,V75-225,-0.10687954723834991,-0.10943373292684555
126,V150-225,VLX150QD,0.07799780368804932,0.06507985293865204
126,V150-225,VLX75QD,0.05961049348115921,0.040713608264923096
127,V75-225,D60-120,0.06181598827242851,0.07014641165733337
127,V75-225,DLX60QD,0.04830566793680191,0.04946735501289368
127,V75-225,V150-225,-0.06383290886878967,-0.06423641741275787
127,V75-225,VLX150QD,0.08215171098709106,0.09733735769987106
127,V75-225,VLX75QD,0.13095995783805847,0.1504545658826828
128,V75-225,D60-120,0.043183498084545135,0.03682761639356613
128,V75-225,DLX60QD,0.19768692553043365,0.19799861311912537
128,V75-225,V150-225,0.08620825409889221,0.09506676346063614
128,V75-225,VLX150QD,0.07938607037067413,0.07360631227493286
128,V75-225,VLX75QD,-0.19243420660495758,-0.1927250474691391
129,VLX150QD,D60-120,0.10913827270269394,0.11175224930047989
129,VLX150QD,DLX60QD,0.07511772960424423,0.07603725045919418
129,VLX150QD,V150-225,0.026032811030745506,0.02847510389983654
129,VLX150QD,V75-225,-0.2408498227596283,-0.23554468154907227
129,VLX150QD,VLX75QD,0.14703263342380524,0.15560555458068848
130,VLX150QD,D60-120,-0.01461805123835802,-0.01763036474585533
130,VLX150QD,DLX60QD,0.15286047756671906,0.14386577904224396
130,VLX150QD,V150-225,0.05292947217822075,0.04726388305425644
130,VLX150QD,V75-225,0.07701744139194489,0.07445983588695526
130,VLX150QD,VLX75QD,-0.0754183977842331,-0.07469649612903595
131,VLX150QD,D60-120,0.0847436785697937,0.07970412820577621
131,VLX150QD,DLX60QD,0.15952709317207336,0.16359376907348633
131,VLX150QD,V150-225,-0.006715639028698206,-0.00717708608135581
131,VLX150QD,V75-225,-0.0005800679209642112,0.004864315036684275
131,VLX150QD,VLX75QD,0.07393505424261093,0.06693843007087708
132,V75-225,D60-120,0.07579313218593597,0.07807500660419464
132,V75-225,DLX60QD,0.15858091413974762,0.1607123762369156
132,V75-225,V150-225,-0.006067085079848766,-0.012126490473747253
132,V75-225,VLX150QD,0.11179135739803314,0.11318826675415039
132,V75-225,VLX75QD,0.06862954795360565,0.07151970267295837
133,DLX60QD,D60-120,-0.020531779155135155,-0.02534601092338562
133,DLX60QD,V150-225,-0.06138318032026291,-0.06374382972717285
133,DLX60QD,V75-225,-0.11230912059545517,-0.11334960907697678
133,DLX60QD,VLX150QD,0.064665786921978,0.0640554428100586
133,DLX60QD,VLX75QD,0.0380188450217247,0.04220186173915863
134,VLX75QD,D60-120,-0.006141820922493935,-0.006893796380609274
134,VLX75QD,DLX60QD,0.08265957236289978,0.07913041114807129
134,VLX75QD,V150-225,0.005893995985388756,0.006548081524670124
134,VLX75QD,V75-225,0.04503341764211655,0.05048041045665741
134,VLX75QD,VLX150QD,0.05595087260007858,0.05423297360539436
135,D60-120,DLX60QD,0.06265094131231308,0.06264695525169373
135,D60-120,V150-225,0.00577953364700079,0.001282388810068369
135,D60-120,V75-225,-0.19351652264595032,-0.20119597017765045
135,D60-120,VLX150QD,0.07802897691726685,0.08861437439918518
135,D60-120,VLX75QD,0.055040378123521805,0.0643424466252327
136,V150-225,D60-120,0.0944540724158287,0.09910409897565842
136,V150-225,DLX60QD,0.05868754908442497,0.06297872960567474
136,V150-225,V75-225,-0.21893930435180664,-0.21712927520275116
136,V150-225,VLX150QD,0.10716750472784042,0.12613056600093842
136,V150-225,VLX75QD,0.12418875843286514,0.13060426712036133
137,DLX60QD,D60-120,0.07682375609874725,0.06673625111579895
137,DLX60QD,V150-225,-0.0003918380825780332,-0.01458587683737278
137,DLX60QD,V75-225,-0.015378830023109913,-0.03446973115205765
137,DLX60QD,VLX150QD,0.08835037052631378,0.06854361295700073
137,DLX60QD,VLX75QD,0.04313644394278526,0.03500232473015785
138,V75-225,D60-120,0.00808127410709858,0.005514148622751236
138,V75-225,DLX60QD,0.14556506276130676,0.14419859647750854
138,V75-225,V150-225,-0.0014566738391295075,-0.0026997453533113003
138,V75-225,VLX150QD,0.0842827782034874,0.07503866404294968
138,V75-225,VLX75QD,0.024866389110684395,0.013562386855483055
139,D60-120,DLX60QD,0.14633144438266754,0.12778687477111816
139,D60-120,V150-225,-0.020315565168857574,-0.02900199592113495
139,D60-120,V75-225,0.020518990233540535,0.004831415135413408
139,D60-120,VLX150QD,0.07578432559967041,0.058196648955345154
139,D60-120,VLX75QD,0.03915318101644516,0.033306822180747986
140,D60-120,DLX60QD,0.06560786813497543,0.06267046183347702
140,D60-120,V150-225,0.00878979079425335,0.002213540021330118
140,D60-120,V75-225,0.014379863627254963,0.007264070678502321
140,D60-120,VLX150QD,0.03806587681174278,0.0379190593957901
140,D60-120,VLX75QD,-0.07446949183940887,-0.07498966157436371
141,VLX150QD,D60-120,-0.024228421971201897,-0.03286529332399368
141,VLX150QD,DLX60QD,0.050707560032606125,0.059292182326316833
141,VLX150QD,V150-225,-0.06528888642787933,-0.05814751237630844
141,VLX150QD,V75-225,-0.10948541015386581,-0.09740021079778671
141,VLX150QD,VLX75QD,0.0594305619597435,0.03689486160874367
142,DLX60QD,D60-120,0.022427553310990334,0.008435077033936977
142,DLX60QD,V150-225,-0.0011199964210391045,0.0038609658367931843
142,DLX60QD,V75-225,0.03884422034025192,0.04232347011566162
142,DLX60QD,VLX150QD,0.06704401224851608,0.06653597205877304
142,DLX60QD,VLX75QD,-0.04265525937080383,-0.05364441126585007
143,DLX60QD,D60-120,-0.03255092352628708,-0.028855815529823303
143,DLX60QD,V150-225,-0.01156197302043438,-0.004470063839107752
143,DLX60QD,V75-225,0.011847334913909435,0.013412892818450928
143,DLX60QD,VLX150QD,0.015963776037096977,0.021866166964173317
143,DLX60QD,VLX75QD,-0.13015955686569214,-0.13187842071056366
144,D60-120,DLX60QD,0.17061543464660645,0.16594599187374115
144,D60-120,V150-225,-0.012800553813576698,-0.0075475783087313175
144,D60-120,V75-225,-0.07245757430791855,-0.06992175430059433
144,D60-120,VLX150QD,0.06228209286928177,0.055681947618722916
144,D60-120,VLX75QD,-0.10327540338039398,-0.10419155657291412
145,D60-120,DLX60QD,0.07501369714736938,0.0771748349070549
145,D60-120,V150-225,-0.049703940749168396,-0.04712625592947006
145,D60-120,V75-225,-0.15633316338062286,-0.14335587620735168
145,D60-120,VLX150QD,0.03539746627211571,0.03942618519067764
145,D60-120,VLX75QD,-0.09336981177330017,-0.093571737408638
146,VLX75QD,D60-120,0.010496596805751324,0.004679553676396608
146,VLX75QD,DLX60QD,0.1561061590909958,0.14411580562591553
146,VLX75QD,V150-225,-0.03684296831488609,-0.04432595521211624
146,VLX75QD,V75-225,-0.0977654904127121,-0.11583998799324036
146,VLX75QD,VLX150QD,0.06171822547912598,0.047935523092746735
147,VLX150QD,D60-120,-0.021552206948399544,-0.025531504303216934
147,VLX150QD,DLX60QD,0.14941182732582092,0.14984866976737976
147,VLX150QD,V150-225,0.033581119030714035,0.042466919869184494
147,VLX150QD,V75-225,0.07096535712480545,0.0740928053855896
147,VLX150QD,VLX75QD,-0.03853922337293625,-0.04232706129550934
148,DLX60QD,D60-120,0.02616119757294655,0.02790045365691185
148,DLX60QD,V150-225,-0.03023640438914299,-0.025837324559688568
